GRIP Oxygen Isotopes

REFERENCES:		

Johnsen, S.J., H.B. Clausen, W. Dansgaard, N.S. Gundestrup, C.U. Hammer, U.
Andersen, K.K. Andersen, C.S. Hvidberg, D. Dahl-Jensen, J.P. Steffensen, H.
Shoji, A.E. Sveinbjörnsdóttir, J.W.C. White, J. Jouzel, and D. Fisher.
1997. The d18O record along the Greenland Ice Core Pproject deep ice core
and the problem of possible Eemian climatic instability. Journal of
Geophysical Research 102:26397-26410.

Dansgaard, W., S.J. Johnsen, H.B. Clausen, D. Dahl-Jensen, N.S. Gundestrup,
C.U. Hammer, C.S. Hvidberg, J.P. Steffensen, A.E. Sveinbjörnsdóttir, J.
Jouzel, and G.C. Bond. 1993. Evidence for general instability of past
climate from a 250 kyr ice-core record. Nature 264:218-220.

GRIP Members. 1993. Climate instability during the last interglacial period
recorded in the GRIP ice core. Nature 364:203-207.

Grootes, P.M., M. Stuiver, J.W.C. White, S.J. Johnsen, and J. Jouzel. 1993.
Comparison of oxygen isotope records from the GISP2 and GRIP Greenland ice
cores. Nature 366:552-554.

Dansgaard, W., J.W.C. White, and S.J. Johnsen. 1989. The abrupt termination
of the Younger Dryas climate event. Nature 339:532-533.

DATA DESCRIPTION:
		
This data set contains 55cm average delta 18-O values from the GRIP core. 
These data were used in the construction of the glaciological timescale 
given in the file gripage.dat and reproduced here.

DATA:

Depth (m)	del18O	Age (yrs BP)
2102.10	-41.68	30232
2102.65	-41.52	30272
2103.20	-41.18	30310
2103.75	-42.24	30346
2104.30	-42.1	30391
2104.85	-41.83	30434
2105.40	-41.58	30476
2105.95	-43.35	30515
2106.50	-42.63	30573
2107.05	-41.86	30623
2107.60	-40.57	30664
2108.15	-41.42	30696
2108.70	-42.22	30734
2109.25	-40.89	30779
2109.80	-41.16	30813
2110.35	-40.43	30849
2110.90	-39.61	30881
2111.45	-39.54	30908
2112.00	-39.21	30934
2112.55	-39.52	30960
2113.10	-38.91	30986
2113.65	-38.41	31010
2114.20	-39.2	31033
2114.75	-38.97	31058
2115.30	-39.4	31083
2115.85	-38.88	31109
2116.40	-38.21	31133
2116.95	-37.38	31155
2117.50	-37.59	31174
2118.05	-38.74	31194
2118.60	-40.51	31218
2119.15	-41.8	31250
2119.70	-41.19	31292
2120.25	-41.46	31329
2120.80	-41.79	31368
2121.35	-41.2	31410
2121.90	-40.52	31447
2122.45	-41.37	31480
2123.00	-40.04	31518
2123.55	-41.22	31548
2124.10	-41.83	31585
2124.65	-41.55	31628
2125.20	-40.81	31668
2125.75	-41.22	31703
2126.30	-41.13	31740
2126.85	-41.78	31777
2127.40	-41.38	31819
2127.95	-40.78	31858
2128.50	-41.52	31893
2129.05	-40.42	31933
2129.60	-41.85	31965
2130.15	-40.7	32009
2130.70	-41.79	32043
2131.25	-41.21	32085
2131.80	-39.23	32123
2132.35	-40.02	32150
2132.90	-38.61	32180
2133.45	-39.35	32204
2134.00	-39.48	32231
2134.55	-39.79	32258
2135.10	-39.84	32287
2135.65	-40.27	32316
2136.20	-39.91	32348
2136.75	-39.39	32378
2137.30	-39.06	32405
2137.85	-39.37	32431
2138.40	-38.04	32458
2138.95	-38.02	32481
2139.50	-38.89	32503
2140.05	-38.56	32528
2140.60	-38.12	32552
2141.15	-37.54	32575
2141.70	-38.66	32595
2142.25	-37.45	32620
2142.80	-38.64	32641
2143.35	-38.34	32665
2143.90	-38.62	32688
2144.45	-38.5	32713
2145.00	-37.53	32737
2145.55	-37.4	32758
2146.10	-39.01	32779
2146.65	-37.16	32805
2147.20	-37.69	32825
2147.75	-38.45	32846
2148.30	-38.88	32870
2148.85	-39.65	32896
2149.40	-41.57	32925
2149.95	-41.94	32967
2150.50	-41.02	33013
2151.05	-40.7	33051
2151.60	-41.42	33086
2152.15	-41.01	33127
2152.70	-41.15	33165
2153.25	-41.5	33204
2153.80	-41.49	33246
2154.35	-42.02	33288
2154.90	-43.62	33335
2155.45	-41.67	33404
2156.00	-41.4	33447
2156.55	-40.7	33489
2157.10	-41.08	33525
2157.65	-41.53	33563
2158.20	-41.04	33606
2158.75	-42.3	33644
2159.30	-41.45	33695
2159.85	-42	33737
2160.40	-41.5	33784
2160.95	-40.65	33826
2161.50	-41.46	33862
2162.05	-41.03	33904
2162.60	-40.42	33943
2163.15	-39.89	33977
2163.70	-39.18	34009
2164.25	-40.08	34036
2164.80	-38.59	34069
2165.35	-38.61	34094
2165.90	-39.25	34119
2166.45	-38.93	34148
2167.00	-39.23	34174
2167.55	-40.34	34202
2168.10	-40.25	34237
2168.65	-40.55	34270
2169.20	-38.95	34306
2169.75	-39.27	34333
2170.30	-40.34	34361
2170.85	-39.68	34396
2171.40	-39.31	34426
2171.95	-39.55	34455
2172.50	-38.92	34485
2173.05	-39.23	34512
2173.60	-38.17	34540
2174.15	-38.77	34564
2174.70	-38.82	34591
2175.25	-38.18	34618
2175.80	-39.25	34642
2176.35	-37.31	34671
2176.90	-38.75	34692
2177.45	-38.84	34719
2178.00	-38.74	34746
2178.55	-38.78	34772
2179.10	-38.62	34799
2179.65	-38.65	34825
2180.20	-38.16	34852
2180.75	-38.45	34876
2181.30	-37.99	34902
2181.85	-38.01	34926
2182.40	-37.72	34950
2182.95	-39.13	34973
2183.50	-38.25	35001
2184.05	-37.86	35026
2184.60	-38.12	35050
2185.15	-38.15	35074
2185.70	-38.64	35099
2186.25	-38.43	35126
2186.80	-39.25	35151
2187.35	-37.59	35181
2187.90	-37.47	35204
2188.45	-38.1	35226
2189.00	-37.48	35251
2189.55	-37.37	35274
2190.10	-38.25	35296
2190.65	-37.66	35321
2191.20	-38.01	35345
2191.75	-37.72	35369
2192.30	-37.6	35393
2192.85	-38.07	35416
2193.40	-37.82	35441
2193.95	-38.2	35465
2194.50	-37.22	35490
2195.05	-37.72	35512
2195.60	-37.07	35536
2196.15	-37.76	35558
2196.70	-36.92	35582
2197.25	-36.79	35603
2197.80	-37.4	35625
2198.35	-36.36	35648
2198.90	-37.95	35668
2199.45	-37.56	35692
2200.00	-39.81	35716
2200.55	-40.58	35749
2201.10	-40.15	35787
2201.65	-40.42	35822
2202.20	-40.66	35859
2202.75	-40.62	35898
2203.30	-41.6	35937
2203.85	-41.11	35984
2204.40	-40.92	36027
2204.95	-42.46	36068
2205.50	-40.47	36125
2206.05	-42.74	36163
2206.60	-42.1	36224
2207.15	-41.81	36277
2207.70	-41.82	36327
2208.25	-41.87	36377
2208.80	-41.91	36427
2209.35	-40.92	36478
2209.90	-41.52	36520
2210.45	-41.67	36567
2211.00	-41.7	36615
2211.55	-42.57	36664
2212.10	-41.36	36724
2212.65	-41.44	36770
2213.20	-41.24	36816
2213.75	-42.83	36861
2214.30	-42.42	36924
2214.85	-41.86	36982
2215.40	-42.71	37033
2215.95	-41.3	37095
2216.50	-40.86	37141
2217.05	-41.47	37182
2217.60	-41.14	37230
2218.15	-41.54	37274
2218.70	-41.57	37322
2219.25	-41.65	37370
2219.80	-40.79	37419
2220.35	-40.37	37461
2220.90	-39.54	37499
2221.45	-40.17	37532
2222.00	-39.35	37568
2222.55	-37.7	37600
2223.10	-40.27	37625
2223.65	-40.93	37663
2224.20	-41.7	37706
2224.75	-40.13	37756
2225.30	-40.46	37793
2225.85	-40.97	37832
2226.40	-40.62	37876
2226.95	-40.99	37916
2227.50	-40.45	37960
2228.05	-40.91	37999
2228.60	-41.73	38042
2229.15	-42.27	38093
2229.70	-39.81	38151
2230.25	-42.05	38186
2230.80	-41.75	38241
2231.35	-40.92	38292
2231.90	-39.6	38336
2232.45	-40.61	38370
2233.00	-40.36	38411
2233.55	-40.23	38450
2234.10	-39.37	38488
2234.65	-39.12	38521
2235.20	-38.54	38552
2235.75	-39.1	38581
2236.30	-39.15	38613
2236.85	-39.5	38645
2237.40	-39.12	38678
2237.95	-38.72	38710
2238.50	-39.28	38740
2239.05	-38.98	38773
2239.60	-37.99	38804
2240.15	-38.31	38831
2240.70	-38.28	38859
2241.25	-38.11	38887
2241.80	-37.46	38915
2242.35	-37.82	38940
2242.90	-38.8	38966
2243.45	-40.33	38997
2244.00	-39.99	39036
2244.55	-40.85	39074
2245.10	-40.97	39118
2245.65	-42.09	39163
2246.20	-40.64	39220
2246.75	-41.66	39262
2247.30	-40.88	39315
2247.85	-42.33	39359
2248.40	-42.21	39420
2248.95	-40.76	39479
2249.50	-41.51	39523
2250.05	-42.52	39574
2250.60	-41.78	39637
2251.15	-40.14	39691
2251.70	-41.14	39730
2252.25	-39.49	39778
2252.80	-38.58	39812
2253.35	-39.91	39843
2253.90	-39.98	39880
2254.45	-39.72	39918
2255.00	-40.22	39955
2255.55	-40.23	39994
2256.10	-38.79	40034
2256.65	-40.11	40066
2257.20	-39.46	40105
2257.75	-39.96	40140
2258.30	-38.43	40178
2258.85	-38.7	40208
2259.40	-38.09	40239
2259.95	-39.01	40268
2260.50	-38.59	40300
2261.05	-38.52	40331
2261.60	-38.38	40361
2262.15	-38.68	40391
2262.70	-38.57	40422
2263.25	-38.87	40453
2263.80	-37.76	40485
2264.35	-37.37	40513
2264.90	-37.71	40539
2265.45	-37.06	40566
2266.00	-38.6	40592
2266.55	-38.05	40623
2267.10	-37.82	40651
2267.65	-37.93	40679
2268.20	-38.65	40708
2268.75	-38.87	40739
2269.30	-37.76	40772
2269.85	-38.35	40800
2270.40	-39.98	40830
2270.95	-40.86	40869
2271.50	-41.56	40916
2272.05	-42.25	40970
2272.60	-42.46	41032
2273.15	-41.67	41098
2273.70	-42.04	41154
2274.25	-42.06	41214
2274.80	-41.89	41274
2275.35	-40.99	41332
2275.90	-40.78	41381
2276.45	-41.71	41427
2277.00	-41.49	41483
2277.55	-41.18	41537
2278.10	-41.96	41587
2278.65	-41.35	41647
2279.20	-40.8	41699
2279.75	-41.31	41746
2280.30	-40.82	41798
2280.85	-39.84	41845
2281.40	-39.34	41885
2281.95	-39.2	41921
2282.50	-38.79	41956
2283.05	-38.23	41989
2283.60	-39.19	42020
2284.15	-39.85	42055
2284.70	-39.57	42095
2285.25	-40.2	42133
2285.80	-39.62	42175
2286.35	-39.69	42214
2286.90	-39.69	42252
2287.45	-39.52	42291
2288.00	-39.35	42329
2288.55	-38.78	42366
2289.10	-39.64	42399
2289.65	-39.97	42438
2290.20	-39.88	42479
2290.75	-39.59	42519
2291.30	-38.57	42558
2291.85	-39.1	42591
2292.40	-39.2	42626
2292.95	-39.01	42662
2293.50	-39.46	42697
2294.05	-38.89	42735
2294.60	-39.43	42770
2295.15	-39.49	42808
2295.70	-39.21	42846
2296.25	-38.89	42882
2296.80	-38.4	42917
2297.35	-37.98	42949
2297.90	-38.11	42980
2298.45	-38.1	43011
2299.00	-38.29	43042
2299.55	-38.16	43074
2300.10	-37.46	43105
2300.65	-38.44	43134
2301.20	-37.53	43166
2301.75	-38.29	43195
2302.30	-38.56	43227
2302.85	-37.7	43261
2303.40	-38.8	43291
2303.95	-37.81	43325
2304.50	-37.54	43356
2305.05	-37.94	43385
2305.60	-37.71	43415
2306.15	-37.65	43445
2306.70	-38.24	43475
2307.25	-37.68	43507
2307.80	-37.29	43537
2308.35	-37.03	43566
2308.90	-37.45	43593
2309.45	-37.8	43622
2310.00	-36.91	43653
2310.55	-37.79	43680
2311.10	-36.77	43711
2311.65	-37.46	43738
2312.20	-37.44	43767
2312.75	-37.72	43796
2313.30	-36.96	43827
2313.85	-36.83	43854
2314.40	-37.26	43882
2314.95	-37.52	43911
2315.50	-37.8	43940
2316.05	-37.27	43971
2316.60	-36.12	44000
2317.15	-37.25	44026
2317.70	-37.47	44055
2318.25	-37.85	44084
2318.80	-37.39	44116
2319.35	-37.07	44145
2319.90	-36.95	44174
2320.45	-36.47	44202
2321.00	-36.59	44228
2321.55	-36.63	44256
2322.10	-36.47	44283
2322.65	-36.25	44309
2323.20	-36.15	44336
2323.75	-37.41	44362
2324.30	-40.7	44392
2324.85	-40.74	44442
2325.40	-40.72	44494
2325.95	-41.43	44545
2326.50	-41.21	44604
2327.05	-41.17	44661
2327.60	-40.85	44717
2328.15	-41.22	44769
2328.70	-40.52	44826
2329.25	-39.98	44876
2329.80	-40.72	44921
2330.35	-40.71	44973
2330.90	-40.23	45024
2331.45	-42.02	45071
2332.00	-39.91	45139
2332.55	-41.68	45184
2333.10	-40.98	45247
2333.65	-41.09	45302
2334.20	-41.6	45358
2334.75	-42.01	45421
2335.30	-40.89	45489
2335.85	-41.42	45543
2336.40	-41.21	45604
2336.95	-41.42	45662
2337.50	-40.57	45722
2338.05	-40.42	45773
2338.60	-41.17	45823
2339.15	-39.92	45881
2339.70	-39.04	45926
2340.25	-38.86	45965
2340.80	-39.75	46004
2341.35	-41.06	46048
2341.90	-39.37	46105
2342.45	-39.44	46146
2343.00	-39.93	46188
2343.55	-38.79	46234
2344.10	-38.32	46272
2344.65	-39.27	46308
2345.20	-38.17	46349
2345.75	-38.51	46384
2346.30	-38.47	46421
2346.85	-38.8	46457
2347.40	-40.11	46496
2347.95	-38.59	46544
2348.50	-38.39	46581
2349.05	-38.01	46617
2349.60	-38.01	46652
2350.15	-38.31	46686
2350.70	-40.35	46722
2351.25	-41.55	46773
2351.80	-40.32	46837
2352.35	-39.85	46887
2352.90	-40.41	46934
2353.45	-39.92	46985
2354.00	-39.38	47032
2354.55	-40.13	47075
2355.10	-38.56	47124
2355.65	-39.32	47162
2356.20	-39.2	47204
2356.75	-39.16	47246
2357.30	-39.38	47288
2357.85	-40.38	47331
2358.40	-39.29	47383
2358.95	-40.3	47425
2359.50	-38.78	47477
2360.05	-39.57	47516
2360.60	-39.11	47561
2361.15	-40.02	47603
2361.70	-39.86	47651
2362.25	-39.57	47699
2362.80	-39.28	47744
2363.35	-39.57	47787
2363.90	-39.53	47832
2364.45	-39.59	47878
2365.00	-38.86	47923
2365.55	-39.04	47964
2366.10	-39.51	48005
2366.65	-38.9	48050
2367.20	-39.47	48091
2367.75	-39.36	48136
2368.30	-39.04	48181
2368.85	-39.51	48223
2369.40	-39.86	48268
2369.95	-39.37	48316
2370.50	-38.8	48361
2371.05	-39.68	48401
2371.60	-39.45	48448
2372.15	-38.86	48494
2372.70	-39.64	48535
2373.25	-39.08	48582
2373.80	-39.74	48625
2374.35	-38.8	48672
2374.90	-39.33	48714
2375.45	-39.76	48758
2376.00	-39.13	48806
2376.55	-38.48	48850
2377.10	-38.9	48889
2377.65	-38.88	48931
2378.20	-38.85	48973
2378.75	-39.36	49015
2379.30	-39.75	49060
2379.85	-39.56	49109
2380.40	-39.17	49156
2380.95	-38.58	49200
2381.50	-38.44	49240
2382.05	-38.26	49280
2382.60	-37.61	49318
2383.15	-38.61	49354
2383.70	-38.3	49394
2384.25	-38.73	49433
2384.80	-38.39	49475
2385.35	-38.2	49515
2385.90	-37.97	49553
2386.45	-39.08	49591
2387.00	-38.97	49635
2387.55	-38	49678
2388.10	-37.9	49716
2388.65	-38.25	49753
2389.20	-37.79	49792
2389.75	-38.13	49829
2390.30	-38.6	49868
2390.85	-38.4	49909
2391.40	-37.99	49949
2391.95	-38	49987
2392.50	-38.68	50025
2393.05	-37.4	50068
2393.60	-38.21	50103
2394.15	-37.34	50142
2394.70	-37.71	50177
2395.25	-37.9	50214
2395.80	-38.4	50252
2396.35	-37.84	50293
2396.90	-38.18	50331
2397.45	-38.52	50370
2398.00	-37.92	50412
2398.55	-37.57	50450
2399.10	-37.91	50487
2399.65	-37.89	50525
2400.20	-37.5	50563
2400.75	-37.96	50600
2401.30	-37.56	50638
2401.85	-37.74	50675
2402.40	-38.21	50713
2402.95	-38.03	50753
2403.50	-37.99	50792
2404.05	-37.47	50832
2404.60	-37.95	50868
2405.15	-37.52	50907
2405.70	-37.79	50944
2406.25	-37.95	50983
2406.80	-37.27	51022
2407.35	-38.13	51058
2407.90	-37.77	51098
2408.45	-37.35	51137
2409.00	-37.28	51173
2409.55	-37.6	51209
2410.10	-37.4	51247
2410.65	-37.69	51284
2411.20	-37.29	51322
2411.75	-37.61	51359
2412.30	-37.88	51397
2412.85	-37.31	51436
2413.40	-36.97	51473
2413.95	-37.95	51508
2414.50	-37.45	51548
2415.05	-36.29	51586
2415.60	-36.59	51618
2416.15	-37.34	51652
2416.70	-38.38	51690
2417.25	-39.7	51732
2417.80	-36.68	51785
2418.35	-36.95	51820
2418.90	-37.89	51856
2419.45	-37.94	51896
2420.00	-36.13	51936
2420.55	-38.9	51969
2421.10	-41.7	52016
2421.65	-40.6	52095
2422.20	-41.14	52158
2422.75	-40.5	52228
2423.30	-41.64	52291
2423.85	-40.95	52369
2424.40	-40.72	52437
2424.95	-40.09	52502
2425.50	-41.07	52560
2426.05	-40.24	52630
2426.60	-37.88	52690
2427.15	-36.82	52731
2427.70	-39.66	52767
2428.25	-41.03	52821
2428.80	-41.48	52891
2429.35	-40.63	52968
2429.90	-40.79	53032
2430.45	-40.46	53099
2431.00	-38.92	53162
2431.55	-37.45	53211
2432.10	-37.85	53250
2432.65	-38.12	53291
2433.20	-38.53	53334
2433.75	-37.81	53380
2434.30	-37.28	53421
2434.85	-36.83	53460
2435.40	-38.28	53497
2435.95	-41.03	53541
2436.50	-40.31	53612
2437.05	-41.21	53675
2437.60	-40.94	53749
2438.15	-39.78	53819
2438.70	-40.14	53876
2439.25	-40.64	53937
2439.80	-41.76	54003
2440.35	-39.92	54087
2440.90	-40.06	54146
2441.45	-38.78	54206
2442.00	-39.26	54254
2442.55	-38.66	54307
2443.10	-38.16	54355
2443.65	-38.71	54399
2444.20	-38.48	54447
2444.75	-38.55	54494
2445.30	-39.2	54541
2445.85	-38.8	54594
2446.40	-38.71	54643
2446.95	-38.39	54692
2447.50	-38.29	54738
2448.05	-38.19	54784
2448.60	-38.44	54829
2449.15	-37.99	54876
2449.70	-38.44	54920
2450.25	-38.77	54968
2450.80	-38.23	55017
2451.35	-37.95	55063
2451.90	-38.65	55107
2452.45	-38.71	55156
2453.00	-38.67	55206
2453.55	-38.23	55255
2454.10	-37.75	55301
2454.65	-37.5	55344
2455.20	-37.58	55386
2455.75	-37.11	55429
2456.30	-38.26	55469
2456.85	-36.93	55516
2457.40	-37.22	55555
2457.95	-37.41	55596
2458.50	-38.26	55638
2459.05	-37.07	55685
2459.60	-37.06	55725
2460.15	-39.38	55765
2460.70	-39.38	55822
2461.25	-38.55	55878
2461.80	-36.85	55927
2462.35	-37.25	55967
2462.90	-40.12	56008
2463.45	-40.31	56073
2464.00	-40.34	56140
2464.55	-40.58	56207
2465.10	-38.87	56278
2465.65	-38.49	56330
2466.20	-36.67	56380
2466.75	-38.06	56419
2467.30	-37.1	56466
2467.85	-38.04	56507
2468.40	-39.17	56554
2468.95	-37.03	56609
2469.50	-37.31	56651
2470.05	-36.32	56693
2470.60	-36.85	56732
2471.15	-36.2	56772
2471.70	-37.11	56810
2472.25	-39.75	56852
2472.80	-39.93	56914
2473.35	-40.73	56978
2473.90	-38.79	57052
2474.45	-36.18	57105
2475.00	-36.28	57144
2475.55	-38.26	57182
2476.10	-39.6	57231
2476.65	-40.79	57292
2477.20	-40.32	57368
2477.75	-41.07	57438
2478.30	-40.35	57519
2478.85	-41.87	57589
2479.40	-41.1	57685
2479.95	-40.81	57766
2480.50	-41.54	57843
2481.05	-41.02	57933
2481.60	-39.95	58014
2482.15	-40.54	58079
2482.70	-39.98	58153
2483.25	-40.24	58219
2483.80	-40.35	58289
2484.35	-40.48	58361
2484.90	-41.04	58434
2485.45	-40.1	58516
2486.00	-39.02	58584
2486.55	-40.5	58641
2487.10	-40.74	58715
2487.65	-39.71	58793
2488.20	-40.96	58857
2488.75	-41.21	58938
2489.30	-40.79	59024
2489.85	-41.23	59103
2490.40	-41.44	59189
2490.95	-41.33	59279
2491.50	-41.63	59367
2492.05	-41.74	59462
2492.60	-41.59	59558
2493.15	-40.96	59652
2493.70	-40.56	59734
2494.25	-40.63	59811
2494.80	-42.25	59888
2495.35	-41.12	59997
2495.90	-41.91	60083
2496.45	-41.65	60185
2497.00	-42.04	60281
2497.55	-41.34	60385
2498.10	-41.54	60476
2498.65	-41.64	60570
2499.20	-42.38	60666
2499.75	-40.92	60780
2500.30	-41.13	60863
2500.85	-40.48	60951
2501.40	-40.49	61027
2501.95	-40.55	61104
2502.50	-40.66	61182
2503.05	-40.98	61262
2503.60	-40.05	61347
2504.15	-40.32	61419
2504.70	-37.78	61494
2505.25	-37.65	61544
2505.80	-37.99	61594
2506.35	-38.41	61645
2506.90	-38.59	61701
2507.45	-40.83	61757
2508.00	-42.01	61841
2508.55	-41.38	61948
2509.10	-42.04	62042
2509.65	-41.84	62151
2510.20	-41.76	62255
2510.75	-41.61	62357
2511.30	-41.02	62456
2511.85	-41.22	62544
2512.40	-40.16	62636
2512.95	-41.26	62711
2513.50	-41.77	62804
2514.05	-42.11	62908
2514.60	-42.3	63019
2515.15	-42.64	63136
2515.70	-41.46	63263
2516.25	-42.31	63361
2516.80	-41.89	63479
2517.35	-41.46	63586
2517.90	-41.45	63684
2518.45	-41.44	63782
2519.00	-41.29	63880
2519.55	-41.75	63975
2520.10	-41.59	64080
2520.65	-40.55	64182
2521.20	-41.89	64264
2521.75	-41.14	64373
2522.30	-41.57	64466
2522.85	-41.73	64568
2523.40	-41.65	64674
2523.95	-41	64778
2524.50	-41.86	64869
2525.05	-42.08	64978
2525.60	-42.09	65093
2526.15	-41.96	65208
2526.70	-41.25	65320
2527.25	-41.67	65417
2527.80	-41.39	65523
2528.35	-41.95	65622
2528.90	-41.86	65735
2529.45	-42.47	65846
2530.00	-41.51	65973
2530.55	-41.49	66076
2531.10	-41.07	66179
2531.65	-41.21	66273
2532.20	-41.23	66370
2532.75	-42.05	66468
2533.30	-41.59	66585
2533.85	-41.18	66691
2534.40	-40.2	66788
2534.95	-38.97	66869
2535.50	-37.93	66934
2536.05	-39.36	66990
2536.60	-41.84	67060
2537.15	-41.79	67173
2537.70	-41.98	67285
2538.25	-42.79	67402
2538.80	-41.6	67542
2539.35	-41.64	67650
2539.90	-40.45	67759
2540.45	-40.19	67845
2541.00	-40.58	67927
2541.55	-39.26	68016
2542.10	-39.75	68085
2542.65	-39.72	68162
2543.20	-38.36	68237
2543.75	-38.53	68299
2544.30	-38.21	68361
2544.85	-38.38	68421
2545.40	-38.22	68483
2545.95	-38.23	68543
2546.50	-38.3	68604
2547.05	-37.8	68665
2547.60	-38.43	68722
2548.15	-37.62	68785
2548.70	-38.02	68841
2549.25	-37.79	68900
2549.80	-36.15	68958
2550.35	-38.09	69005
2550.90	-37.41	69065
2551.45	-37.76	69120
2552.00	-37.22	69178
2552.55	-36.61	69232
2553.10	-37.05	69282
2553.65	-36.96	69336
2554.20	-36.92	69388
2554.75	-36.5	69441
2555.30	-36.29	69491
2555.85	-36.84	69540
2556.40	-35.96	69592
2556.95	-36.36	69640
2557.50	-37.6	69689
2558.05	-42.04	69747
2558.60	-42.85	69873
2559.15	-42.55	70026
2559.70	-43.02	70168
2560.25	-42.66	70327
2560.80	-43.07	70474
2561.35	-42.31	70636
2561.90	-43.31	70771
2562.45	-42.62	70943
2563.00	-42.89	71090
2563.55	-42.79	71246
2564.10	-42.86	71398
2564.65	-40.96	71554
2565.20	-40	71656
2565.75	-38.28	71742
2566.30	-39.36	71807
2566.85	-39.15	71884
2567.40	-39.31	71958
2567.95	-38.85	72035
2568.50	-38.94	72106
2569.05	-38.6	72179
2569.60	-38.35	72247
2570.15	-38.85	72314
2570.70	-38.19	72386
2571.25	-38.13	72451
2571.80	-38.34	72516
2572.35	-37.9	72582
2572.90	-38.17	72645
2573.45	-38.23	72711
2574.00	-38.08	72777
2574.55	-37.73	72842
2575.10	-38.06	72904
2575.65	-37.98	72969
2576.20	-37.35	73033
2576.75	-37.02	73092
2577.30	-37.74	73149
2577.85	-37.48	73212
2578.40	-37.27	73272
2578.95	-37.68	73332
2579.50	-37.12	73394
2580.05	-37.54	73452
2580.60	-37.23	73514
2581.15	-37.33	73573
2581.70	-36.45	73633
2582.25	-37.16	73688
2582.80	-36.87	73747
2583.35	-37.5	73804
2583.90	-36.32	73866
2584.45	-35.85	73920
2585.00	-37.22	73972
2585.55	-41.44	74032
2586.10	-41.73	74153
2586.65	-41.61	74283
2587.20	-41.8	74409
2587.75	-42.75	74541
2588.30	-42.12	74705
2588.85	-42.53	74847
2589.40	-41.89	75003
2589.95	-42.46	75138
2590.50	-41.36	75292
2591.05	-40.52	75414
2591.60	-39.67	75517
2592.15	-39.02	75605
2592.70	-38.34	75684
2593.25	-38.11	75756
2593.80	-39.48	75825
2594.35	-39.87	75912
2594.90	-39.66	76004
2595.45	-39.85	76093
2596.00	-38.97	76185
2596.55	-39.12	76265
2597.10	-39.18	76347
2597.65	-38.92	76430
2598.20	-38.76	76509
2598.75	-38.06	76587
2599.30	-37.94	76657
2599.85	-38.18	76727
2600.40	-37.99	76798
2600.95	-38.95	76868
2601.50	-38.31	76949
2602.05	-37.79	77023
2602.60	-39.07	77092
2603.15	-39.75	77174
2603.70	-39.32	77268
2604.25	-39.1	77354
2604.80	-39.12	77438
2605.35	-39.23	77522
2605.90	-38.89	77608
2606.45	-38.61	77690
2607.00	-38.45	77768
2607.55	-38.51	77845
2608.10	-38.62	77922
2608.65	-38.48	78001
2609.20	-38.6	78078
2609.75	-38.61	78157
2610.30	-38	78236
2610.85	-38.86	78309
2611.40	-38.32	78392
2611.95	-37.58	78468
2612.50	-37.5	78537
2613.05	-37.73	78605
2613.60	-37.97	78676
2614.15	-37.83	78749
2614.70	-37.76	78821
2615.25	-37.89	78893
2615.80	-37.57	78965
2616.35	-37.97	79035
2616.90	-37.62	79109
2617.45	-37.51	79180
2618.00	-37.14	79250
2618.55	-37.54	79316
2619.10	-37.36	79387
2619.65	-37.39	79456
2620.20	-36.9	79525
2620.75	-37.43	79590
2621.30	-36.89	79660
2621.85	-37.22	79726
2622.40	-37.13	79794
2622.95	-37.16	79862
2623.50	-37.43	79930
2624.05	-37.2	80001
2624.60	-36.84	80070
2625.15	-37.3	80136
2625.70	-37.19	80206
2626.25	-37.41	80275
2626.80	-37.71	80346
2627.35	-37.77	80420
2627.90	-37.15	80495
2628.45	-37.03	80564
2629.00	-37.2	80633
2629.55	-36.99	80703
2630.10	-36.72	80771
2630.65	-37.11	80838
2631.20	-37.02	80907
2631.75	-37.34	80976
2632.30	-37.36	81048
2632.85	-36.75	81121
2633.40	-36.23	81188
2633.95	-36.39	81252
2634.50	-36.78	81317
2635.05	-37.32	81385
2635.60	-36.99	81458
2636.15	-37.18	81528
2636.70	-37.03	81600
2637.25	-36.77	81670
2637.80	-36.31	81739
2638.35	-36.24	81804
2638.90	-36.33	81869
2639.45	-36.09	81935
2640.00	-36.5	82000
2640.55	-36.62	82067
2641.10	-36.65	82136
2641.65	-36.16	82204
2642.20	-36.18	82270
2642.75	-36.32	82335
2643.30	-36.71	82402
2643.85	-36.79	82472
2644.40	-36.64	82543
2644.95	-36.61	82612
2645.50	-35.95	82681
2646.05	-36.24	82747
2646.60	-35.98	82814
2647.15	-35.57	82879
2647.70	-35.61	82942
2648.25	-36.05	83006
2648.80	-39.14	83072
2649.35	-38.76	83172
2649.90	-37.31	83265
2650.45	-37.54	83342
2651.00	-38.52	83421
2651.55	-38.96	83512
2652.10	-39.08	83610
2652.65	-38.2	83710
2653.20	-39.11	83797
2653.75	-38.49	83898
2654.30	-39.05	83989
2654.85	-38.88	84089
2655.40	-39.47	84187
2655.95	-39.51	84294
2656.50	-39.22	84403
2657.05	-39.65	84507
2657.60	-39.59	84619
2658.15	-39.36	84729
2658.70	-40.2	84836
2659.25	-39.98	84960
2659.80	-39.74	85080
2660.35	-40.64	85194
2660.90	-39.99	85330
2661.45	-40.17	85451
2662.00	-40.5	85575
2662.55	-40.88	85708
2663.10	-40.59	85852
2663.65	-40.37	85988
