state,pws,city,updatedAt,views,latitude,longitude,elevation,type,distance
AL,KALSARAL7,Saraland,4,,30.828,-88.114,69,AcuRite Pro Weather Center,620.392
GA,MJONG1,Manor,,7,30.829,-82.36,118,,351.892
GA,KGATHOMA4,Thomasville,4,110,30.833,-83.981,215,Davis Vantage Pro2,427.522
MS,MBLCM6,Wiggins,10,,30.849,-89.034,272,,659.21
GA,MD5249,Folkston,4 minutes,15,30.851,-81.988,88,,329.79
MS,MWGAM6,Perkinston,,,30.853,-88.914,,,653.705
GA,M453AX,Whigham,,3,30.854,-84.32,,,442.752
GA,KGAVALDO8,Valdosta,8,198,30.855,-83.305,240,Ambient Weather WS-1400-IP (Wireless),394.765
GA,KGAWOODB6,Woodbine,,8,30.858,-81.629,36,other,311.876
GA,KGAWOODB3,Woodbine,12,72,30.858,-81.62,20,AcuRite Pro Weather Center,311.479
GA,KGACAIRO4,Cairo,5,34,30.859,-84.147,236,AcuRite Pro Weather Center,433.712
MS,KMSWIGGI4,Wiggins,5,,30.868,-89.154,252,Ambient Weather WS-1400-IP (Wireless),662.187
GA,KGACAIRO6,Cairo,5,42,30.871,-84.091,233,Ambient Weather WS-900-IP (Wireless),429.643
GA,MTMLG1,Thomasville,,5,30.876,-84.046,,,426.828
MS,KMSLUCED6,Lucedale,14,,30.879,-88.812,194,AcuRite Pro Weather Center,646.279
AL,MUSA6,Bay Minette,,,30.89,-87.8,,,599.643
GA,KGAVALDO7,Valdosta,10,96,30.892,-83.252,210,AcuRite Pro Weather Center,388.604
AL,MBCHA1,Bay Minette,,,30.895,-87.797,,,599.019
AL,KALBAYMI6,Bay Minette,22,,30.898,-87.771,230,AcuRite Pro Weather Center,597.484
GA,M42512,Tybee Island,,3,30.9,-79.36,,,198.992
GA,KGATHOMA12,Thomasville,3,49,30.91,-83.82,276,Ambient Weather WS-1001-WiFi (Wireless),412.222
GA,MBGEG1,Bainbridge,,5,30.911,-84.58,,,448.325
GA,KGAWHIGH2,Whigham,11,32,30.911,-84.314,318,Davis Vantage Pro2 Plus (Wireless),436.798
GA,MNCIG1,Jekyll Island,15,16,30.917,-81.429,52,,297.537
MS,KMSPOPLA8,Poplarville,5,,30.919,-89.663,256,Ambient Weather WS-1400-IP (Wireless),679.619
AL,M448AX,Bay Minette,,,30.931,-87.861,,,598.691
GA,KGABAINB3,Bainbridge,29,39,30.948,-84.508,133,AcuRite Pro Weather Center,441.466
AL,MPITF1,Geneva,,,30.95,-85.843,,,504.038
GA,KGAFRANK4,Franklinville,39,54,30.958,-83.262,183,Wireless Vantage Pro 2 Plus,382.67
MS,KMSPOPLA1,Poplarville,5,,30.969,-89.658,243,Davis Vantage PRO,674.554
GA,MTT331,Manor,,5,30.975,-82.396,124,,338.671
MS,KMSLUMBE5,Lumberton,6 minutes,,30.977,-89.471,318,Davis Vantage Pro2 Plus (Wireless),665.151
MS,MMRRM6,McLain,7,,30.978,-88.727,52,,632.709
GA,KGAFOLKS2,Folkston,2 minutes,93,30.982,-81.96,84,Davis Vantage Pro2 Plus,316.165
AL,ME7666,Chunchula,31,,30.982,-88.119,268,,605.158
AL,KALEARLV3,Earlville,13,,30.982,-88.418,95,AcuRite Pro Weather Center,618.022
AL,KALCHUNC2,Chunchula,15,,30.988,-88.24,190,AcuRite Pro Weather Center,609.65
AL,MUSA15,Florala,,,31,-86.34,,,522.146
GA,KGACAIRO5,Cairo,14,27,31.005,-84.245,361,AcuRite Pro Weather Center,424.554
AL,MTT334,Keego,6 minutes,,31.011,-87.056,167,,554.774
GA,MTR510,Manor,,5,31.013,-82.397,,,334.925
AL,MUSA13,Atmore,,,31.02,-87.45,,,570.734
MS,KMSOSYKA2,Progress,11,,31.026,-90.281,300,Davis Vantage Pro2,695.482
AL,MBRDA1,Wing,,,31.028,-86.71,,,536.405
GA,MTR235,Hoboken,,3,31.037,-82.159,,,322.175
GA,MIRCG1,Iron City,,4,31.04,-84.738,,,443.344
GA,KGADONAL2,Donalsonville,7,30,31.045,-84.886,154,AcuRite Pro Weather Center,450.276
GA,KGAJEKYL3,Jekyll Island,17,77,31.053,-81.408,19,Weatherflow,283.062
AL,MSAI21,Brewton,,,31.06,-87.172,,,554.654
MS,KMSLUMBE3,Lumberton,6 minutes,,31.06,-89.675,232,Davis Vantage Vue (Wireless),666.599
GA,KGAJEKYL5,Jekyll Island,17,92,31.069,-81.413,11,AcuRite Pro Weather Center,281.678
AL,KALATMOR3,Atmore,2 minutes,,31.071,-87.365,272,Vantage Vue2,561.93
AL,MAJ625,Citronelle,,,31.075,-88.259,,,601.865
AL,KALSLOCO5,Slocomb,5,,31.084,-85.6,287,AcuRite Pro Weather Center,479.47
GA,KGAMEIGS2,Meigs,2 minutes,43,31.087,-83.968,290,AcuRite Pro Weather Center,403.193
MS,MCTRM6,Centreville,,,31.087,-91.065,,,723.098
MS,KMSCENTR2,Centreville,11,,31.089,-91.056,394,AcuRite Pro Weather Center,722.52
GA,KGAJEKYL4,Jekyll Island,16,168,31.09,-81.403,10,Ambient Weather WS-1001-WiFi (Wireless),279.167
AL,MMVSA1,Bucks,,,31.09,-87.999,,,589.425
AL,MAU818,Bradley,,,31.091,-86.571,,,523.726
AL,MOPNA1,Wing,14,,31.094,-86.549,272,,522.403
AL,KALDOTHA16,Dothan,34,,31.095,-85.464,249,AcuRite Pro Weather Center,472.078
AL,MBWMA1,Brewton,,,31.101,-87.069,,,546.278
MS,MMCLM6,McLain,3 minutes,,31.103,-88.808,42,,624.641
GA,MAELG1,Cecil,2,16,31.11,-83.427,223,,374.507
AL,MPRDA1,Atmore,,,31.11,-87.55,,,566.602
AL,MC8252,Brewton,,,31.111,-87.056,,,544.743
AL,MSSNA1,Samson,4,,31.112,-86.099,280,,500.827
GA,KGAADEL3,Adel,14,181,31.113,-83.411,263,Ambient Weather WS-1400-IP (Wireless),373.502
AL,KALFLORA2,Florala,15,,31.122,-86.363,243,Davis Vantage Pro2 (Cabled),511.162
MS,KMSTYLER2,Tylertown,5,,31.126,-90.156,347,LaCrosse,680.183
GA,KGAMOULT3,Moultrie,29,71,31.129,-83.698,282,other,385.41
GA,MBRNG1,Brunswick,21,3,31.133,-81.397,0,,274.642
GA,KGABRUNS13,Brunswick,4 minutes,132,31.144,-81.491,36,Ambient Weather WS-1001-WiFi (Wireless),277.687
AL,MBRXA1,Brewton,4,,31.145,-87.052,262,,541.177
MS,KMSMAGNO7,Magnolia,17 minutes,,31.145,-90.436,397,AcuRite Pro Weather Center,690.779
AL,KALDOTHA18,Dothan,33,,31.146,-85.405,256,AcuRite Pro Weather Center,464.426
MS,KMSMAGNO3,Magnolia,17 minutes,,31.146,-90.437,393,Netatmo,690.727
AL,ME0390,Calvert,34,,31.147,-87.999,49,,583.713
MS,MLEKM6,Leakesville,1 hour,,31.149,-88.548,49,,607.761
GA,MADLG1,Sparks,,4,31.155,-83.544,,,375.49
AL,MBELA1,Bellwood,13,,31.159,-85.784,131,,481.345
GA,KGASAINT3,Saint Simons Island,35,134,31.16,-81.378,7,AcuRite Pro Weather Center,271.155
AL,MTT360,Andalusia,4 minutes,,31.162,-86.703,318,,523.296
AL,KALDOTHA19,Dothan,31,,31.167,-85.47,340,Ambient Weather WS-1400-IP (Wireless),465.361
GA,KGAMOULT4,Moultrie,4 minutes,35,31.168,-83.774,0,Wireless Vantage Pro 2 Plus,385.556
GA,KGABRUNS21,Brunswick,4 minutes,3,31.169,-81.496,36,Georgia Department of Natural Resources,275.477
GA,KGABRUNS12,Brunswick,4 minutes,106,31.174,-81.478,33,Ambient Weather WS-2090 (Wireless),274.171
MS,MTYTM6,McComb,5,,31.177,-90.279,226,,680.553
GA,KGABRUNS20,Brunswick,6,179,31.183,-81.61,39,Davis Vantage Vue (Wireless),279.506
AL,MVN7K1,Malvern,,,31.183,-85.502,,,465.307
AL,KALSPRIN3,Spring Valley Acres,7,,31.183,-85.443,0,Netatmo,462.561
MS,KMSNEELY2,Neely,4 minutes,,31.183,-88.746,240,Davis Vantage Pro2 Plus (Wireless),614.08
AL,MD9218,Vinegar Bend,,,31.185,-88.434,,,598.958
AL,MD8111,Dothan,,,31.185,-85.382,,,459.579
MS,KMSLIBER2,Liberty,52,,31.186,-90.867,361,Vantage Pro2,705.009
MS,MMPAM6,Chatawa,3 minutes,,31.187,-90.478,364,,688.646
GA,KGASAINT4,Saint Simons Island,33,101,31.191,-81.386,10,AcuRite Pro Weather Center,268.428
GA,MNWNG1,Newton,37,13,31.192,-84.446,154,,414.851
GA,KGAMOULT2,Moultrie,4 minutes,44,31.193,-83.786,299,Davis Vantage Pro2 (Wireless),383.838
SC,M2HDF9,Folly Beach,,6,31.2,-79.2,,,162.523
GA,KGACAMIL2,Camilla,3,73,31.201,-84.255,180,AcuRite Pro Weather Center,405.459
GA,MC9046,Nahunta,,3,31.202,-81.988,,,297.755
MS,MFRGM6,Hattiesburg,9,,31.204,-89.178,259,,629.854
MS,MTT090,Hattiesburg,,,31.204,-89.178,,,629.854
AL,KALDOTHA15,Dothan,0,,31.207,-85.438,328,AcuRite Pro Weather Center,460.003
MS,KMSMCCOM2,McComb,14 minutes,,31.209,-90.498,442,Davis Vantage Pro2 Plus (Wireless),687.453
MS,MRMAM6,Foxworth,60,,31.211,-89.923,285,,661.905
MS,KMSCOLUM18,Columbia,32,,31.212,-89.684,817,AcuRite Pro Weather Center,652.249
GA,MICHG1,Newton,,3,31.213,-84.473,,,414.069
GA,KGASTSIM3,St. Simons,28,38,31.213,-81.366,20,AcuRite Pro Weather Center,265.39
AL,KALDOTHA20,Dothan,33,,31.213,-85.424,309,AcuRite Pro Weather Center,458.774
GA,MCMLG1,Camilla,4,8,31.214,-84.236,160,,403.356
GA,KGABRUNS19,Brunswick,5,37,31.222,-81.453,14,AcuRite Pro Weather Center,268.357
MS,MNAGM6,New Augusta,,,31.222,-89.053,,,622.691
AL,MC8387,Dothan,,,31.229,-85.453,,,458.571
MS,KMSLEAKE3,Leakesville,1 hour,,31.229,-88.715,269,Davis Vantage Pro2 (Cabled),608.187
AL,KALDOTHA12,Dothan,4 minutes,,31.236,-85.375,351,Wireless Vantage Pro 2 Plus,454.291
MS,KMSMCCOM6,McComb,14 minutes,,31.244,-90.507,463,Davis Vantage Pro2 (Cabled),684.5
GA,MOKEG1,Waycross,2,17,31.247,-82.401,124,,312.02
AL,KALNEWTO2,Newton,8,,31.247,-85.602,354,Ambient Weather WS-1400-IP (Wireless),463.97
AL,KALANDAL3,Andalusia,3,,31.254,-86.501,280,Vantage Pro2,504.725
AL,KALOPP7,Opp,31,,31.255,-86.28,280,Davis Vantage Vue 6250,494.428
GA,MSTRG1,Brunswick,75 days,53,31.257,-81.611,29,,272.532
GA,KGABRUNS2,Brunswick,0,163,31.266,-81.482,30,Davis Vantage Pro 2,265.429
MS,KMSSUMMI4,Summit,11 minutes,,31.267,-90.527,467,Davis Vantage Vue (Wireless),683.233
AL,MD1202,Dothan,,,31.268,-85.372,,,451.042
AL,KALDOTHA13,Dothan,4 minutes,,31.268,-85.382,298,Wireless Vantage Pro 2 Plus,451.502
AL,KALDOTHA7,Dothan,4 minutes,,31.268,-85.372,300,Davis VP2,451.042
MS,MC9727,Columbia,,,31.271,-89.819,,,651.646
AL,KALANDAL8,Andalusia,4,,31.272,-86.357,334,AcuRite Pro Weather Center,496.257
AL,M351AX,Newton,,,31.275,-85.604,,,461.408
MS,KMSHATTI22,Hattiesburg,36,,31.282,-89.346,374,Ambient Weather WS-1400-IP (Wireless),629.749
MS,MD9631,McComb,,,31.286,-90.468,,,678.616
MS,KMSSUMMI2,Summit,11 minutes,,31.286,-90.468,465,Davis Vantage Vue,678.616
GA,KGABLAKE3,Blakely,34,64,31.288,-84.901,236,AcuRite Pro Weather Center,428.566
GA,MEMOG1,Newton,,4,31.295,-84.488,,,406.885
AL,MJ3US2,Castleberry,,,31.297,-87.031,,,525.143
AL,MAS673,Dothan,,,31.299,-85.369,,,447.895
AL,MUSA20,Castleberry,,,31.3,-87.03,,,524.802
GA,KGALENOX4,Lenox,10,168,31.306,-83.418,269,Ambient Weather WS-1400-IP (Wireless),355.008
GA,KGADAMAS2,Damascus,5,54,31.308,-84.737,200,Ambient Weather WS-1001-WiFi (Wireless),418.061
AL,KALOPP15,Opp,31,,31.308,-86.252,318,AcuRite Pro Weather Center,487.988
MS,M345AX,Foxworth,,,31.308,-90.031,,,656.8
AL,KALDALEV3,Daleville,18,,31.309,-85.707,325,AcuRite Pro Weather Center,463.361
MS,KMSHATTI2,Hattiesburg,36,,31.311,-89.361,266,,627.627
GA,MIWYG1,Newton,0,7,31.313,-84.471,173,,404.347
MS,KMSPETAL8,Petal,8,,31.315,-89.188,0,Ambient Weather WS-1001-WiFi (Wireless),619.385
MS,KMSHATTI16,Hattiesburg,60,,31.323,-89.287,177,Mississippi DEQ,623.063
GA,M356AX,Patterson,,3,31.325,-82.128,,,292.668
MS,KMSHATTI7,Hattiesburg,60,,31.329,-89.335,233,Davis Vantage Pro2,624.681
AL,MXC7V1,Newton,,,31.33,-85.596,,,455.801
MS,KMSHATTI20,Hattiesburg,33,,31.33,-89.367,242,Netatmo,626.066
AL,KALOPP14,Opp,31,,31.337,-86.293,338,other,487.009
GA,KGAHORTE6,Hortense,30,49,31.338,-81.958,56,AcuRite Pro Weather Center,284.034
AL,MD6334,Headland,41,,31.338,-85.36,367,,443.699
MS,MSMIM6,Smithdale,,,31.34,-90.683,,,682.129
MS,MAR724,Hattiesburg,,,31.34,-89.404,,,626.827
AL,MD7585,New Brockton,38,,31.342,-85.929,1193,,470.849
AL,MNEWA1,Newton,18,,31.343,-85.611,186,,455.32
MS,MHATM6,Hattiesburg,1 hour,,31.343,-89.28,144,,620.798
GA,M355AX,Pearson,,3,31.344,-82.852,,,325.644
GA,M353AX,Baconton,,3,31.347,-84.217,,,389.402
AL,KALENTER8,Enterprise,3,,31.347,-85.828,358,Ambient Weather WS-2080,466.112
AL,MRVFA1,Andalusia,1,,31.348,-86.529,186,,497.085
AL,M349AX,Lenox,,,31.35,-87.192,,,526.878
AL,KALHEADL3,Headland,22,,31.35,-85.318,352,AcuRite Pro Weather Center,440.598
GA,MELMG1,Newton,,6,31.351,-84.482,,,401.238
MS,KMSJAYES2,Jayess,7,,31.365,-90.206,330,Ambient Weather WS-1001-WiFi (Wireless),658.889
AL,KALRIVER2,River Falls,4,,31.372,-86.527,246,LaCrosse,494.703
AL,KALREDLE4,Red Level,5 minutes,,31.374,-86.62,345,Davis Vantage Vue,499.121
GA,KGAENIGM3,Enigma,35,35,31.379,-83.36,331,AcuRite Pro Weather Center,345.249
GA,MSPAG1,Sapelo Island,,6,31.38,-80.57,,,209.745
GA,KGAENIGM2,Enigma,36,25,31.38,-83.36,325,AcuRite Pro Weather Center,345.153
GA,MMLFG1,Newton,,10,31.383,-84.548,,,401.434
GA,MALAG1,Alapaha,,10,31.384,-83.192,,,337.233
MS,M346AX,Hattiesburg,,,31.388,-89.465,,,625.102
AL,MH5OG1,New Brockton,,,31.393,-85.922,,,465.45
AL,MD4724,Elba,,,31.394,-86.014,,,469.162
GA,MWKDY,Tybee Island,,12,31.4,-80,,,183.771
GA,M41008,Sapelo Island,2 minutes,11,31.4,-80.9,0,,226.55
GA,MK11J,Blakely,,4,31.4,-84.9,,,417.75
MS,M347AX,State Line,,,31.402,-88.541,,,583.206
MS,KMSHATTI23,Hattiesburg,33,,31.402,-89.392,203,Ambient Weather WS-1001-WiFi (Wireless),620.288
MS,MBHRM6,Ovett,,,31.404,-89.022,,,603.344
MS,MBDEM6,Bude,20,,31.411,-90.847,446,,681.701
GA,MD3007,Omega,,3,31.413,-83.578,,,352.622
AL,MELBA1,Elba,,,31.413,-86.063,,,469.364
AL,M348AX,Carlton,,,31.413,-87.902,,,553.135
AL,ME4048,Elba,,,31.414,-86.086,,,470.258
GA,MSAQG1,Sapelo Island,,5,31.415,-81.296,,,242.437
AL,KALELBA4,Elba,6,,31.415,-86.064,198,other,469.209
GA,MSAXG1,Sapelo Island,2 minutes,26,31.418,-81.294,13,,242.054
AL,MEVMA1,Evergreen,,,31.418,-86.987,,,511.262
AL,M350AX,Gantt,,,31.421,-86.335,,,480.81
GA,M357AX,Meridian,,3,31.424,-81.485,,,250.479
GA,KGATIFTO13,Tifton,11,19,31.425,-83.439,338,Ambient Weather WS-1000 (Wireless),344.58
AL,MTG6R2,Evergreen,,,31.428,-86.972,,,509.634
AL,KALELBA3,Elba,7,,31.432,-86.085,331,AcuRite Pro Weather Center,468.439
GA,MTIGAX,Ty Ty,,3,31.439,-83.59,,,350.805
AL,ME0904,Burnt Corn,,,31.439,-86.962,,,508.119
GA,KGASCREV3,Screven,7 minutes,60,31.443,-82.034,108,Ambient Weather WS-1400-IP (Wireless),277.054
GA,KGAPATTE2,Patterson,8,103,31.448,-82.123,131,RainWise MK-III-LR,280.133
GA,KGADOUGL11,Douglas,26,35,31.452,-82.913,256,other,319.093
MS,M344AX,McCall Creek,,,31.453,-90.732,,,672.755
GA,M352AX,Bluffton,,3,31.479,-84.927,,,410.9
GA,KGASYLVE4,Sylvester,3 hours,157,31.486,-83.87,430,AcuRite Pro Weather Center,361.161
GA,KGATIFTO11,Tifton,8,45,31.487,-83.461,361,Ambient Weather WS-1001-WiFi (Wireless),339.775
GA,KGATIFTO12,Tifton,8,51,31.49,-83.514,398,Ambient Weather WS-1400-IP (Wireless),342.154
GA,KGADOUGL28,Douglas,25,83,31.492,-82.891,240,AcuRite Pro Weather Center,314.192
AL,KALJACKS3,Jackson,4,,31.493,-87.9,53,Davis,545.09
GA,KGABLUFF2,Bluffton,23,57,31.497,-84.864,325,Davis Vantage Pro2 (Cabled),406.55
GA,MWBVY,Tybee Island,,4,31.5,-80,,,173.339
GA,MLRVG1,Ty Ty,,3,31.5,-83.55,,,343.06
AL,M62LL2,Jackson,,,31.5,-87.8,,,540.233
GA,KGATIFTO10,Tifton,8,28,31.505,-83.429,357,Netatmo,336.486
AL,KALOZARK3,Ozark,60,,31.511,-85.548,367,Vantage Vue,436.35
GA,KGASCREV4,Screven,7 minutes,12,31.516,-82.056,0,Netatmo,270.583
GA,KGADOUGL24,Douglas,6 minutes,27,31.524,-82.827,219,Netatmo,308.188
MS,MLAUM6,Clara,19,,31.524,-88.889,245,,585.764
GA,MMGNG1,Morgan,,4,31.527,-84.583,,,389.722
GA,MSKMG1,Tybee Island,,5,31.53,-80.24,,,179.567
GA,KGASYLVE9,Sylvester,,55,31.534,-83.837,410,AcuRite Pro Weather Center,355.024
GA,KGATOWNS5,Townsend,3,195,31.537,-81.388,5,Davis Vantage Pro2 (Wireless),234.982
AL,MC3947,Jackson,5,,31.539,-87.927,209,,541.678
AL,KALJACKS2,Jackson,0,,31.542,-87.885,330,Rainwise 2000/MkIII,539.591
GA,ME4876,Sylvester,,3,31.546,-83.842,,,354.003
MS,KMSNATCH8,Natchez,6,,31.549,-91.394,200,Ambient Weather WS-900-IP (Wireless),691.779
MS,MMTCM6,Monticello,34,,31.553,-90.088,200,,635.218
GA,MPCHG1,Morgan,,4,31.555,-84.679,,,392.213
GA,KGAALBAN11,Albany,11 minutes,154,31.557,-84.075,200,Davis Vantage Vue (Wireless),362.519
MS,KMSNATCH7,Natchez,6,,31.564,-91.402,236,Ambient Weather WS-1001-WiFi (Wireless),690.564
AL,M5R833,Jack,,,31.566,-86.011,,,452.011
MS,KMSNATCH9,Natchez,7,,31.57,-91.355,200,AcuRite Pro Weather Center,688.162
AL,MLO7Q1,Brantley,,,31.572,-86.187,,,459.326
AL,KALARITO3,Ariton,17 minutes,,31.572,-85.677,0,Netatmo,437.402
AL,MBRNA1,Brantley,,,31.573,-86.252,,,462.262
AL,MC9226,Whatley,,,31.576,-87.489,,,519.179
AL,KALFRISC2,Perdue Hill,14,,31.576,-87.489,70,Davis Vantage Pro 2,519.179
MS,MC1418,Brookhaven,,,31.576,-90.445,,,648.966
GA,KGASYLVE11,Sylvester,3 hours,52,31.578,-83.831,422,other,350.339
MS,MH0544,Brookhaven,,,31.58,-90.45,,,648.754
MS,KMSBROOK3,Brookhaven,4 minutes,,31.58,-90.443,473,LaCrosse 3515,648.484
GA,KGAALBAN9,Albany,11 minutes,88,31.582,-84.006,259,AcuRite Pro Weather Center,357.077
MS,KMSMEADV2,Meadville,2,,31.587,-90.898,335,Davis Vantage Pro2 (Wireless),666.422
GA,MABNG1,Albany,,3,31.594,-84.144,,,361.96
GA,KGABAXLE5,Baxley,5 minutes,14,31.598,-82.245,154,Netatmo,270.778
MS,MAT487,Ellisville,,,31.598,-89.208,,,592.758
GA,KGAWESTG2,West Green,,9,31.599,-82.736,252,Netatmo,296.338
AL,MCURU2,Ariton,,,31.603,-85.722,,,436.324
AL,MC8063,Clopton,,,31.605,-85.432,,,421.667
GA,KGAALBAN8,Albany,15,76,31.608,-84.252,276,Ambient Weather WS-1001-WiFi (Wireless),365.612
GA,MGA355,Jesup,23,8,31.609,-81.883,95,,254.438
AL,MCLBA1,Whatley,,,31.613,-87.55,,,518.787
AL,MJAKA1,Jackson,,,31.616,-87.856,,,531.021
MS,KMSCOLLI6,Collins,39,,31.616,-89.545,357,Netatmo,605.983
GA,KGAJESUP5,Jesup,3 minutes,19,31.617,-81.918,120,Ambient Weather WS-1001-WiFi (Wireless),254.947
MS,KMSELLIS5,Ellisville,0,,31.623,-89.234,271,Davis Vantage Pro 2 Wireless,591.566
GA,MTYBG1,Tybee Island,,3,31.63,-79.92,,,157.194
MS,KMSELLIS7,Ellisville,0,,31.635,-89.31,213,AcuRite Pro Weather Center,594.027
GA,KGATOWNS6,Townsend,4,37,31.636,-81.302,13,AcuRite Pro Weather Center,221.366
AL,ME3034,Georgiana,2,,31.637,-86.741,291,,479.206
GA,MAR558,Albany,,6,31.64,-84.258,,,362.83
AL,KALSHORT4,Shorterville,9 minutes,,31.642,-85.203,0,Netatmo,407.013
MS,KMSCOLLI4,Collins,37,,31.643,-89.551,285,Davis Vantage Pro2 (Cabled),603.501
GA,KGAODUM2,Odum,37,76,31.646,-81.958,137,Davis Vantage Vue (Wireless),253.583
GA,KGATOWNS4,Townsend,2,122,31.647,-81.328,12,Ambient Weather WS-1400-IP (Wireless),221.607
AL,MD7933,Clopton,60,,31.649,-85.354,364,,413.63
AL,MAS585,Clio,,,31.654,-85.604,,,425.99
GA,KGAJESUP4,Jesup,3 minutes,37,31.676,-81.857,100,Ambient Weather WS-1001-WiFi (Wireless),246.638
MS,MLURM6,Laurel,2,,31.681,-89.116,229,,580.461
MS,KMSUNION2,Union Church,17 minutes,,31.681,-90.783,515,Oregon Scientific WMR968,652.186
MS,KMSLAURE4,Laurel,,,31.686,-89.142,259,Davis Vantage Pro2 (Cabled),581.183
AL,KALMILLR4,Millry,10,,31.689,-88.298,226,AcuRite Pro Weather Center,544.054
AL,MTT399,Grove Hill,3,,31.691,-87.761,442,,519.564
GA,KGAMIDWA4,Midway,35,26,31.699,-81.282,8,AcuRite Pro Weather Center,214.41
GA,KGABAXLE4,Baxley,1,10,31.701,-82.335,190,Netatmo,265.357
AL,MTT398,Troy,2,,31.701,-86.033,0,,439.756
MS,MCLSM6,Soso,37,,31.707,-89.407,236,,591.403
AL,KALABBEV2,Abbeville,5 minutes,,31.709,-85.13,226,Davis Vantage Pro2 Plus (Wireless),397.135
GA,KGAASHBU2,Ashburn,60,42,31.711,-83.652,450,Davis Vantage Pro2 (Wireless),329.3
AL,KALTROY7,Troy,30,,31.713,-86.085,400,AcuRite Pro Weather Center,440.96
GA,MBXYG1,Baxley,13,13,31.714,-82.388,177,,266.867
MS,KMSWESSO2,Wesson,60,,31.715,-90.243,269,Davis Vantage Pro2,626.724
AL,KALLUVER2,Luverne,2 minutes,,31.717,-86.254,381,AcuRite Pro Weather Center,448.568
GA,MOKFG1,Oakfield,,3,31.725,-84.019,,,343.553
MS,MAS313,Waynesboro,,,31.725,-88.62,,,554.532
MS,MAS892,Laurel,,,31.732,-89.128,,,576.09
AL,KALRUTLE2,Faith Hill,2 minutes,,31.733,-86.354,420,other,451.981
MS,MAT608,Laurel,,,31.742,-89.136,,,575.5
MS,KMSLAURE8,Laurel,10,,31.746,-89.069,280,AcuRite Pro Weather Center,571.996
MS,MRHCM6,Collins,3 minutes,,31.75,-89.516,426,,591.342
MS,KMSLAURE7,Laurel,9,,31.759,-89.109,280,AcuRite Pro Weather Center,572.598
GA,KGALEESB3,Leesburg,5,867,31.763,-84.239,279,Ambient Weather WS-1001-WiFi (Wireless),350.189
GA,MDSNG1,Sasser,,5,31.764,-84.253,,,350.784
AL,KALSILAS2,Silas,3,,31.77,-88.33,253,AcuRite Pro Weather Center,537.93
GA,MMCKG1,Leesburg,,4,31.776,-84.139,,,344.123
GA,KGALUDOW2,Ludowici,38 minutes,133,31.779,-81.707,98,AcuRite Pro Weather Center,230.684
GA,KGABAXLE8,Baxley,13,109,31.779,-82.353,207,Ambient Weather WS-1001-WiFi (Wireless),259.026
GA,KGABAXLE3,Baxley,13,23,31.78,-82.377,203,Ambient Weather WS-2080,260.199
GA,MMDWG1,Midway,8,49,31.784,-81.439,29,,214.86
GA,MC4921,Walthourville,,3,31.788,-81.686,88,,229.039
GA,KGALUDOW1,Ludowici,38 minutes,100,31.788,-81.686,89,Davis - Vantage Pro2,229.039
AL,MTRXA1,Troy,3,,31.79,-86,469,,429.594
AL,KALBEATR2,Beatrice,2 minutes,,31.793,-87.259,272,AcuRite Pro Weather Center,487.269
AL,KALTROY8,Troy,30,,31.8,-86.067,341,AcuRite Pro Weather Center,431.712
AL,ME2909,Troy,,,31.801,-85.95,,,426.263
MS,KMSTAYLO4,Taylorsville,28,,31.808,-89.429,269,AcuRite Pro Weather Center,582.049
GA,KGALUDOW3,Ludowici,23,68,31.811,-81.776,89,AcuRite Pro Weather Center,229.857
GA,KGAMIDWA3,Liberty County,13,79,31.821,-81.496,21,Davis Vantage Pro 2,214.834
AL,KALFORES2,Forest Home,11,,31.824,-86.842,407,Ambient Weather WS-1400-IP (Wireless),464.902
AL,KALEUFAU5,Eufaula,36,,31.842,-85.16,276,AcuRite Pro Weather Center,385.808
GA,KGARICHM17,Richmond Hill,27,159,31.853,-81.283,52,AcuRite Pro Weather Center,200.104
GA,KGARICHM18,Richmond Hill,25,12,31.855,-81.265,39,Davis Vantage Pro2 (Cabled),198.97
GA,KGARICHM14,Richmond Hill,28,26,31.855,-81.22,20,Davis Vantage Pro2 (Wireless),196.636
GA,KGARICHM19,Richmond Hill,30,37,31.858,-81.282,52,AcuRite Pro Weather Center,199.592
AL,MBASA1,Thomasville,,,31.864,-87.747,,,501.821
AL,KALCLAYT3,Clayton,23,,31.868,-85.466,604,AcuRite Pro Weather Center,399.018
GA,KGAHAZLE3,Hazlehurst,7,63,31.871,-82.612,272,AcuRite Pro Weather Center,265.203
GA,KGAFORTS2,Fort Stewart,1,25,31.872,-81.601,125,other,216.768
AL,KALGREEN4,Greenville,60,,31.878,-86.601,440,Ambient Weather WS-1400-IP (Wireless),449.377
AL,MTOXA1,Thomasville,36,,31.881,-87.737,347,,499.712
GA,KGAFORTM2,Fort McAllister,8,16,31.882,-81.222,0,Netatmo,194.228
AL,MF0177,Thomasville,35,,31.882,-87.744,380,,499.915
AL,M44OX1,Clayton,,,31.882,-85.462,,,397.525
GA,KGARICHM9,Richmond Hill,27,35,31.887,-81.227,12,Davis Vantage Pro2,194.025
GA,KGASAVAN50,Savannah,4 minutes,71,31.889,-81.06,23,Ambient Weather WS-1400-IP (Wireless),185.581
GA,KGAGLENN3,Glennville,13,73,31.889,-81.939,148,Davis Vantage Pro2 (Cabled),228.591
AL,KALTHOMA2,Thomasville,31,,31.899,-87.725,128,AcuRite Pro Weather Center,497.418
